Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSONIG00000010951	piwil1	LG12	-	10731407	10819952	0.000000	0.000000	0.000000
ENSONIG00000020501	fzd10	LG12	-	10762264	10764541	1.066897	2.371200	2.676666
ENSONIG00000010945	TMEM132D	LG12	+	10798295	10828030	0.000000	0.000000	0.000000
ENSONIG00000010943	GLT1D1	LG12	-	10828787	10852457	2.747394	6.491667	7.327948
ENSONIG00000010941	slc15a4	LG12	+	10853122	10881257	3.743655	8.320347	9.392205
ENSONIG00000010937	tmem132c	LG12	-	10888275	11030467	0.000000	0.000000	0.000000
ENSONIG00000031763	asb6	LG12	+	11043397	11050218	2.084003	4.631738	5.228416
ENSONIG00000020500	ier5l	LG12	+	11071436	11073181	10.569351	23.490591	26.516739
ENSONIG00000010928	zgc:154046	LG12	+	11074220	11080808	5.120434	13.678885	15.441051
ENSONIG00000010925	ADAMTS13	LG12	-	11079689	11091046	0.000000	0.000000	0.000000
ENSONIG00000010921	ncs1b	LG12	+	11098045	11113379	0.000000	0.000000	0.000000
ENSONIG00000042420	-	LG12	-	11170680	11172119	0.000000	0.000000	0.000000
ENSONIG00000040833	-	LG12	-	11172286	11172895	0.000000	0.000000	0.000000
ENSONIG00000010908	angptl2b	LG12	+	11203396	11208568	12.590909	33.330719	37.624508
ENSONIG00000010906	zbtb34	LG12	-	11226015	11237302	0.000000	0.000000	0.000000
ENSONIG00000028489	lmx1bb	LG12	-	11266718	11317198	0.000000	0.000000	0.000000
ENSONIG00000010896	-	LG12	-	11453013	11508299	0.000000	0.000000	0.000000
ENSONIG00000037230	-	LG12	+	11535214	11537642	0.000000	0.000000	0.000000
ENSONIG00000010891	gapvd1	LG12	-	11592445	11623241	2.291531	5.276184	5.955882
ENSONIG00000036281	AJM1	LG12	-	11628286	11631495	0.000000	0.000000	0.000000
ENSONIG00000010881	syn1	LG12	-	11650574	11659111	0.000000	0.000000	0.000000
ENSONIG00000010878	vgll4l	LG12	+	11667291	11670567	15.497602	34.443726	38.880898
ENSONIG00000010870	slc20a1a	LG12	+	11677360	11683549	8.982597	23.786585	26.850864
ENSONIG00000010864	DTX1	LG12	+	11686537	11727138	0.000000	0.000000	0.000000
ENSONIG00000030471	oni-mir-10929	LG12	+	11692936	11692994	0.000000	0.000000	0.000000
ENSONIG00000010858	RASAL1	LG12	-	11735656	11750266	0.000000	0.000000	0.000000
ENSONIG00000010855	dgcr6	LG12	+	11750758	11754996	1.516927	3.371400	3.805717
ENSONIG00000010854	slc7a4	LG12	+	11757483	11763241	0.000000	0.000000	0.000000
ENSONIG00000010853	-	LG12	-	11767897	11772463	0.000000	0.000000	0.000000
ENSONIG00000010848	sf3a1	LG12	+	11771764	11836278	6.293499	18.989828	21.436171
ENSONIG00000010846	TBC1D10A	LG12	+	11779213	11786629	1.697030	3.771682	4.257565
ENSONIG00000010836	hpdb	LG12	+	11835778	11840799	7.566024	19.339504	21.830893
ENSONIG00000032481	ORAI1	LG12	-	11850860	11854286	2.222177	4.938832	5.575071
ENSONIG00000010829	kdm2ba	LG12	+	11860995	11872842	14.267906	33.799297	38.153450
ENSONIG00000010826	rnf34a	LG12	-	11876111	11881522	1.902866	4.229157	4.773973
ENSONIG00000010825	-	LG12	+	11881831	11885485	0.000000	0.000000	0.000000
ENSONIG00000010821	RICTOR	LG12	+	11889003	11910206	0.871402	2.508934	2.832144
ENSONIG00000010808	NPC1L1	LG12	-	11913491	11929792	0.000000	0.000000	0.000000
ENSONIG00000039140	-	LG12	+	11923085	11926879	0.000000	0.000000	0.000000
ENSONIG00000020497	nono	LG12	-	11939290	11940618	17.442440	38.766163	43.760170
ENSONIG00000010805	pold2	LG12	+	11940570	11945497	7.156465	18.971092	21.415020
ENSONIG00000010802	AEBP1	LG12	-	11944893	11951900	6.213014	23.218128	26.209175
ENSONIG00000033724	-	LG12	+	11960560	11961576	0.000000	0.000000	0.000000
ENSONIG00000010795	ELMOD3	LG12	-	11968084	11970715	0.000000	0.000000	0.000000
ENSONIG00000039479	star	LG12	-	11976362	11978391	0.000000	0.000000	0.000000
ENSONIG00000010784	-	LG12	-	11985291	12014189	0.651501	2.228925	2.516064
ENSONIG00000010782	lsm1	LG12	-	12015287	12019163	5.376997	11.950481	13.489988
ENSONIG00000010779	bag4	LG12	+	12019184	12022703	5.382027	11.961661	13.502607
ENSONIG00000031927	DUSP26	LG12	+	12023402	12024600	0.000000	0.000000	0.000000
ENSONIG00000010774	serpina7	LG12	+	12026966	12029726	0.000000	0.000000	0.000000
ENSONIG00000010771	carnmt1	LG12	+	12029251	12035117	3.833902	8.520923	9.618620
ENSONIG00000034859	-	LG12	+	12039959	12040795	0.000000	0.000000	0.000000
ENSONIG00000010763	trpm6	LG12	+	12042891	12062405	0.000000	0.000000	0.000000
ENSONIG00000010762	rorb	LG12	-	12066606	12086157	0.000000	0.000000	0.000000
ENSONIG00000010761	MFSD3	LG12	-	12156046	12179586	3.064682	6.811316	7.688776
ENSONIG00000010746	anxa1a	LG12	-	12182192	12187300	293.965118	1630.372925	1840.403931
ENSONIG00000010740	cyp1d1	LG12	-	12205738	12209725	0.000000	0.000000	0.000000
ENSONIG00000010734	ALDH1A1	LG12	+	12217524	12223134	0.000000	0.000000	0.000000
ENSONIG00000010730	tmc2b	LG12	-	12222577	12235449	0.000000	0.000000	0.000000
ENSONIG00000010728	tmc1	LG12	-	12243034	12250952	0.000000	0.000000	0.000000
ENSONIG00000010722	zfand5a	LG12	+	12265358	12270606	6.601742	28.103352	31.723730
ENSONIG00000010714	snrnp200	LG12	+	12277424	12291761	3.935414	10.700882	12.079410
ENSONIG00000030713	ciao1	LG12	-	12291328	12294489	11.743785	26.100794	29.463198
ENSONIG00000031361	tmem127	LG12	+	12295410	12297519	20.550547	45.673996	51.557892
ENSONIG00000010698	-	LG12	-	12305218	12325572	0.000000	0.000000	0.000000
ENSONIG00000035063	tmem230b	LG12	-	12336456	12339339	15.954074	35.458244	40.026108
ENSONIG00000032296	adra1aa	LG12	+	12354846	12365699	0.000000	0.000000	0.000000
ENSONIG00000010690	DPYSL2	LG12	-	12376087	12382475	0.000000	0.000000	0.000000
ENSONIG00000010688	bnip3la	LG12	-	12385192	12387929	19.660057	43.985607	49.652000
ENSONIG00000010687	-	LG12	-	12393166	12401245	0.000000	0.000000	0.000000
ENSONIG00000010686	vps33a	LG12	-	12413802	12421754	3.608217	8.266391	9.331299
ENSONIG00000010681	RPH3A	LG12	+	12422182	12440886	0.000000	0.000000	0.000000
ENSONIG00000010680	-	LG12	+	12441514	12445811	0.000000	0.000000	0.000000
ENSONIG00000010676	HECTD4	LG12	+	12449855	12489962	0.000000	0.000000	0.000000
ENSONIG00000010671	TTC28	LG12	+	12498157	12678697	1.021157	2.545121	2.872993
ENSONIG00000010666	PITPNB	LG12	+	12683729	12696049	1.047375	2.807031	3.168644
ENSONIG00000010665	MN1	LG12	+	12703088	12718146	2.571628	5.715494	6.451786
ENSONIG00000033907	-	LG12	-	12972913	12979768	2.583277	5.854657	6.608876
ENSONIG00000020496	zgc:153044	LG12	+	12981132	12982578	0.000000	0.000000	0.000000
ENSONIG00000037990	-	LG12	-	12985808	12989119	11.043521	24.544441	27.706352
ENSONIG00000010653	tcf7l1b	LG12	-	12992527	13023370	14.405415	33.943798	38.316566
ENSONIG00000033996	ube2d4	LG12	+	13036839	13043989	1.162588	4.883181	5.512250
ENSONIG00000010646	dbnlb	LG12	+	13044560	13053019	32.187374	76.878441	86.782211
ENSONIG00000010644	arid5a	LG12	+	13056947	13064374	3.512424	7.806431	8.812086
ENSONIG00000010640	gins4	LG12	+	13067046	13071526	4.021537	9.461360	10.680208
ENSONIG00000010638	ppp1r3c2b	LG12	+	13072318	13073695	0.000000	0.000000	0.000000
ENSONIG00000010634	POLR3D	LG12	+	13084296	13086570	0.000000	0.000000	0.000000
ENSONIG00000036744	-	LG12	-	13091713	13092867	0.000000	0.000000	0.000000
ENSONIG00000004675	r3hdm4	LG12	+	13095653	13101853	1.821079	4.047384	4.568783
ENSONIG00000036733	-	LG12	-	13146001	13179154	0.000000	0.000000	0.000000
ENSONIG00000039311	-	LG12	+	13155845	13157077	0.000000	0.000000	0.000000
ENSONIG00000031282	-	LG12	+	13170773	13173173	0.000000	0.000000	0.000000
ENSONIG00000010289	-	LG12	-	13180045	13184274	0.000000	0.000000	0.000000
ENSONIG00000011641	gpat4	LG12	+	13186200	13198452	5.447266	21.847063	24.661486
ENSONIG00000011646	inpp5l	LG12	+	13200664	13219110	7.665749	17.552584	19.813772
ENSONIG00000042819	-	LG12	+	13227232	13229476	1.751212	3.892103	4.393499
ENSONIG00000011653	-	LG12	+	13231596	13233422	2.091157	4.647637	5.246364
ENSONIG00000011652	-	LG12	+	13237187	13246158	21.631132	48.075615	54.268902
ENSONIG00000028069	-	LG12	+	13271257	13272612	0.000000	0.000000	0.000000
ENSONIG00000038624	-	LG12	+	13289240	13290456	0.000000	0.000000	0.000000
ENSONIG00000039596	-	LG12	+	13312361	13315602	0.000000	0.000000	0.000000
ENSONIG00000011654	sorbs3	LG12	+	13321429	13344840	6.288027	14.106032	15.923225
ENSONIG00000011656	pdlim2	LG12	+	13347639	13381514	13.788041	30.644194	34.591892
ENSONIG00000040593	-	LG12	-	13354121	13355290	0.000000	0.000000	0.000000
ENSONIG00000011658	adgra2	LG12	+	13385636	13423770	1.667227	7.403891	8.357688
ENSONIG00000036672	-	LG12	+	13424867	13438503	4.786517	11.648041	13.148586
ENSONIG00000011667	got1l1	LG12	-	13455703	13462660	0.000000	0.000000	0.000000
ENSONIG00000020532	adrb3a	LG12	-	13469817	13475421	11.151446	24.784307	27.977118
ENSONIG00000011669	AAK1	LG12	+	13520592	13543331	1.351655	4.888581	5.518347
ENSONIG00000029750	med22	LG12	+	13546030	13550628	6.578608	14.621086	16.504629
ENSONIG00000028983	lg12h9orf78	LG12	-	13550533	13553697	15.297364	33.998692	38.378532
ENSONIG00000038332	nfu1	LG12	+	13553558	13558687	11.994009	26.656919	30.090967
ENSONIG00000011678	gfpt1	LG12	+	13559553	13572746	2.932759	9.051492	10.217539
ENSONIG00000011684	ANTXR1	LG12	-	13578252	13603958	0.396739	2.376920	2.683124
ENSONIG00000042098	-	LG12	+	13605042	13605650	0.000000	0.000000	0.000000
ENSONIG00000011688	kansl3	LG12	+	13611092	13628686	4.868801	15.696743	17.718857
ENSONIG00000011697	bmp1a	LG12	+	13631410	13659832	3.240830	15.609658	17.620554
ENSONIG00000011711	DISP3	LG12	-	13663057	13675508	0.000000	0.000000	0.000000
ENSONIG00000011714	-	LG12	-	13680103	13691235	2.718491	6.823400	7.702416
ENSONIG00000030145	zgc:56596	LG12	-	13691106	13694452	6.354126	14.122169	15.941442
ENSONIG00000011720	-	LG12	+	13699007	13701881	0.000000	0.000000	0.000000
ENSONIG00000011724	-	LG12	+	13713210	13721720	5.096344	18.329868	20.691191
ENSONIG00000011748	bin3	LG12	-	13723294	13738348	3.653710	9.507062	10.731797
ENSONIG00000030152	-	LG12	-	13741261	13752855	1.321315	6.975465	7.874071
ENSONIG00000011752	egr3	LG12	-	13757655	13761515	0.000000	0.000000	0.000000
ENSONIG00000028826	PEBP4	LG12	-	13773169	13819157	0.000000	0.000000	0.000000
ENSONIG00000011754	RHOBTB2	LG12	-	13819426	13830254	0.000000	0.000000	0.000000
ENSONIG00000011757	ido1	LG12	+	13831339	13835725	0.000000	0.000000	0.000000
ENSONIG00000011759	stc1	LG12	+	13869581	13874933	0.000000	0.000000	0.000000
ENSONIG00000011762	nkx3-1	LG12	+	13893917	13894788	26.177034	58.178974	65.673813
ENSONIG00000011763	slc25a37	LG12	-	13905227	13911633	0.000000	0.000000	0.000000
ENSONIG00000011764	entpd4	LG12	-	13915377	13920788	3.458164	7.685838	8.675957
ENSONIG00000022757	si:ch211-214j8.12	LG12	-	13922314	13925731	1.731984	3.849369	4.345259
ENSONIG00000011770	gda	LG12	-	13933297	13941678	2.051183	4.902005	5.533500
ENSONIG00000011777	zgc:101016	LG12	-	13973119	13976630	7.493789	16.655094	18.800667
ENSONIG00000011780	abhd17b	LG12	+	13978698	13988976	0.000000	0.000000	0.000000
ENSONIG00000032578	-	LG12	+	13992490	13993533	0.000000	0.000000	0.000000
ENSONIG00000011781	cemip2	LG12	+	13997478	14020313	1.766520	4.159328	4.695148
ENSONIG00000011786	TRPM3	LG12	+	14069271	14189442	0.000000	0.000000	0.000000
ENSONIG00000021917	oni-mir-204a-3	LG12	+	14126895	14126953	0.000000	0.000000	0.000000
ENSONIG00000036140	klf9	LG12	+	14189286	14192268	2.821429	6.270681	7.078495
ENSONIG00000028687	-	LG12	-	14210042	14210457	0.000000	0.000000	0.000000
ENSONIG00000041469	-	LG12	+	14214375	14216231	0.000000	0.000000	0.000000
ENSONIG00000011792	ela3l	LG12	-	14217796	14220852	0.000000	0.000000	0.000000
ENSONIG00000036167	GFRA2	LG12	+	14240521	14290984	0.000000	0.000000	0.000000
ENSONIG00000011797	LZTS1	LG12	+	14328381	14343679	3.330689	7.402522	8.356143
ENSONIG00000011798	hspb11	LG12	-	14337594	14355081	1.531519	3.813601	4.304884
ENSONIG00000011799	smn1	LG12	+	14355109	14361199	9.162872	22.912754	25.864464
ENSONIG00000011801	rtkna	LG12	+	14365243	14416713	0.000000	0.000000	0.000000
ENSONIG00000038481	mblac2	LG12	-	14421120	14423620	1.625100	3.611817	4.077105
ENSONIG00000011803	-	LG12	+	14423242	14427762	5.467560	17.992493	20.310354
ENSONIG00000032085	lysmd3	LG12	-	14428544	14431066	4.485041	9.968092	11.252219
ENSONIG00000011807	adgrv1	LG12	+	14444298	14541745	0.000000	0.000000	0.000000
ENSONIG00000042884	arrdc3	LG12	-	14560842	14565482	7.972572	17.719198	20.001852
ENSONIG00000011816	arsk	LG12	+	14567221	14571652	1.507701	3.415648	3.855665
ENSONIG00000011818	SKIC3	LG12	+	14573722	14589262	4.685505	11.940523	13.478746
ENSONIG00000011824	gig2p	LG12	-	14588893	14594007	0.000000	0.000000	0.000000
ENSONIG00000034158	gig2p	LG12	-	14597507	14598328	1.284970	2.855871	3.223775
ENSONIG00000035089	-	LG12	-	14607359	14617169	0.000000	0.000000	0.000000
ENSONIG00000011827	MCTP1	LG12	+	14619713	14753026	0.258156	2.666670	3.010201
ENSONIG00000011829	-	LG12	-	14753324	14785681	3.228004	7.174303	8.098523
ENSONIG00000011831	KIAA0825	LG12	+	14791518	14905239	0.000000	0.000000	0.000000
ENSONIG00000011835	arb2a	LG12	+	14907989	15063775	0.000000	0.000000	0.000000
ENSONIG00000011840	nr2f1a	LG12	-	15088602	15095457	1.614286	3.587782	4.049974
ENSONIG00000036923	-	LG12	+	15423153	15429211	3.740125	8.312501	9.383349
ENSONIG00000015963	-	LG12	+	15435881	15440385	1.175077	2.766935	3.123382
ENSONIG00000039532	oni-mir-10558	LG12	-	15462992	15463058	0.000000	0.000000	0.000000
ENSONIG00000028671	-	LG12	-	15468084	15472215	0.000000	0.000000	0.000000
ENSONIG00000029850	AQP3	LG12	+	15514605	15518210	5.179958	11.512558	12.995650
ENSONIG00000037418	-	LG12	+	15529256	15530656	0.000000	0.000000	0.000000
ENSONIG00000038505	-	LG12	+	15533840	15537932	2.134218	4.743341	5.354397
ENSONIG00000015967	-	LG12	+	15534494	15615871	0.484469	15.039800	16.977283
ENSONIG00000032994	-	LG12	+	15616457	15619760	1.914291	4.254550	4.802637
ENSONIG00000028648	-	LG12	-	15622020	15625608	0.000000	0.000000	0.000000
ENSONIG00000015961	-	LG12	+	15628179	15631419	0.000000	0.000000	0.000000
ENSONIG00000015957	aqp3a	LG12	-	15649282	15653809	2.646500	5.881898	6.639627
ENSONIG00000015951	nol6	LG12	-	15658562	15674804	1.921368	6.172287	6.967423
ENSONIG00000037922	-	LG12	+	15660755	15661373	0.000000	0.000000	0.000000
ENSONIG00000015956	-	LG12	+	15665524	15667116	0.000000	0.000000	0.000000
ENSONIG00000015949	wdr54	LG12	+	15679529	15698919	0.000000	0.000000	0.000000
ENSONIG00000015947	rhobtb4	LG12	+	15700657	15735162	0.000000	0.000000	0.000000
ENSONIG00000015944	-	LG12	+	15749639	15780724	3.226948	20.905548	23.598682
ENSONIG00000015941	mef2cb	LG12	+	15933443	15992185	0.639318	2.308494	2.605882
ENSONIG00000015938	tmem161b	LG12	+	16057441	16075305	0.675320	2.703758	3.052066
ENSONIG00000015937	ccnh	LG12	+	16112208	16117897	5.117647	11.756987	13.271566
ENSONIG00000015926	RASA1	LG12	-	16115581	16147416	0.823301	9.017798	10.179505
ENSONIG00000034802	cox7c	LG12	-	16180905	16182613	342.216492	760.582947	858.564026
ENSONIG00000015924	EDIL3	LG12	+	16351391	16539286	0.000000	0.000000	0.000000
ENSONIG00000015922	hapln1a	LG12	+	16542696	16548910	3.060877	6.802860	7.679230
ENSONIG00000015920	-	LG12	-	16552050	16606492	0.718936	21.831844	24.644306
ENSONIG00000015918	-	LG12	-	16621898	16642511	0.000000	0.000000	0.000000
ENSONIG00000028217	tmem167a	LG12	+	16644567	16648037	43.108109	95.808624	108.151047
ENSONIG00000028822	-	LG12	+	16665683	16668403	1.272549	2.828265	3.192613
ENSONIG00000035172	-	LG12	-	16673363	16675174	2.498965	5.553999	6.269486
ENSONIG00000015915	-	LG12	-	16676540	16693284	3.233536	7.186597	8.112402
ENSONIG00000041466	-	LG12	-	16678132	16679261	1.200647	2.668462	3.012223
ENSONIG00000028275	-	LG12	-	16697816	16701491	3.074020	6.832070	7.712203
ENSONIG00000034532	-	LG12	-	16712870	16727795	0.000000	0.000000	0.000000
ENSONIG00000035570	ssbp2a	LG12	+	16743174	16800223	0.924808	5.710262	6.445880
ENSONIG00000032779	-	LG12	+	16803204	16805141	81.314056	180.722092	204.003403
ENSONIG00000027834	-	LG12	-	16804515	16825197	54.810379	121.817146	137.510101
ENSONIG00000035839	-	LG12	+	16833837	16837608	1.945532	4.323983	4.881015
ENSONIG00000006898	-	LG12	+	16838216	16839519	1.275748	2.835375	3.200639
ENSONIG00000042468	f2r	LG12	-	16840112	16843641	1.630503	3.623825	4.090660
ENSONIG00000016113	iqgap2	LG12	-	16843284	16879012	1.312335	5.187243	5.855484
ENSONIG00000016120	F2RL2	LG12	+	16854842	16856207	1.336096	2.969500	3.352042
ENSONIG00000016123	-	LG12	+	16917268	16926772	0.000000	0.000000	0.000000
ENSONIG00000016127	ANKDD1B	LG12	-	16926568	16933190	0.000000	0.000000	0.000000
ENSONIG00000016130	POLK	LG12	-	16934197	16942042	0.000000	0.000000	0.000000
ENSONIG00000016132	cert1a	LG12	+	16944361	16964656	9.301841	23.672762	26.722380
ENSONIG00000031232	-	LG12	+	16967750	16972346	0.000000	0.000000	0.000000
ENSONIG00000016138	pip5k1bb	LG12	-	16975500	16996385	1.222904	4.248482	4.795788
ENSONIG00000039186	kif2a	LG12	-	17034390	17045804	0.000000	0.000000	0.000000
ENSONIG00000033105	kif2a	LG12	+	17047567	17062541	0.864438	2.629054	2.967739
ENSONIG00000016143	-	LG12	+	17065495	17067089	0.000000	0.000000	0.000000
ENSONIG00000023374	-	LG12	+	17086844	17092915	9.069937	20.158113	22.754959
ENSONIG00000039775	-	LG12	+	17094075	17095661	0.000000	0.000000	0.000000
ENSONIG00000035920	-	LG12	-	17094101	17095636	0.000000	0.000000	0.000000
ENSONIG00000042296	-	LG12	+	17102402	17107496	0.000000	0.000000	0.000000
ENSONIG00000031158	-	LG12	-	17125398	17134798	0.000000	0.000000	0.000000
ENSONIG00000013759	unc45b	LG12	-	17155681	17163849	0.000000	0.000000	0.000000
ENSONIG00000043220	-	LG12	+	17156123	17156924	0.000000	0.000000	0.000000
ENSONIG00000013754	kif2a	LG12	+	17168971	17187477	3.582280	17.961609	20.275492
ENSONIG00000013752	dimt1l	LG12	-	17190051	17195427	7.403706	17.731554	20.015799
ENSONIG00000013750	-	LG12	-	17195314	17199193	2.663958	6.673924	7.533685
ENSONIG00000013749	JMY	LG12	+	17205090	17217831	0.000000	0.000000	0.000000
ENSONIG00000013746	tent2	LG12	+	17245124	17253471	4.842998	10.763659	12.150274
ENSONIG00000013745	cmya5	LG12	+	17253593	17267212	0.000000	0.000000	0.000000
ENSONIG00000013742	mtx3	LG12	-	17270728	17275342	0.000000	0.000000	0.000000
ENSONIG00000013733	thbs4a	LG12	+	17278097	17287961	1.868840	5.650692	6.378635
ENSONIG00000013720	serinc5	LG12	-	17288737	17305070	2.392078	6.089979	6.874514
ENSONIG00000013709	cdk7	LG12	-	17306873	17314521	7.462101	18.221972	20.569395
ENSONIG00000022643	SETBP1	LG12	+	17326867	17353975	0.000000	0.000000	0.000000
ENSONIG00000013706	slc14a2	LG12	+	17379370	17385675	22.905369	66.157852	74.680557
ENSONIG00000013699	lnpep	LG12	-	17392892	17410289	13.042684	35.020660	39.532154
ENSONIG00000013694	erap2	LG12	-	17412741	17422527	2.525559	9.156930	10.336560
ENSONIG00000013691	rgmb	LG12	-	17426659	17433702	0.000000	0.000000	0.000000
ENSONIG00000032058	-	LG12	+	17426765	17427804	0.000000	0.000000	0.000000
ENSONIG00000013689	riok2	LG12	+	17489181	17494173	3.413292	7.821652	8.829267
ENSONIG00000013677	epg5	LG12	+	17502433	17525806	2.655284	6.485373	7.320843
ENSONIG00000013675	dnajb5	LG12	+	17530013	17536970	0.000000	0.000000	0.000000
ENSONIG00000013672	akr1a1a	LG12	+	17540483	17544117	0.000000	0.000000	0.000000
ENSONIG00000013663	vcp	LG12	-	17544702	17553510	41.655029	106.277657	119.968750
ENSONIG00000013660	fancg	LG12	-	17555625	17563557	0.000000	0.000000	0.000000
ENSONIG00000013656	thoc5	LG12	-	17572679	17580166	5.485851	13.227715	14.931760
ENSONIG00000013652	tfip11	LG12	-	17581004	17586335	5.724022	12.721751	14.360616
ENSONIG00000013648	srrd	LG12	+	17586908	17588629	1.465249	3.256545	3.676065
ENSONIG00000013637	-	LG12	-	17589999	17602199	7.007139	18.467375	20.846411
ENSONIG00000013629	DDHD2	LG12	+	17603892	17614429	0.792433	2.896605	3.269757
ENSONIG00000013626	-	LG12	+	17617738	17646423	1.710978	17.419817	19.663902
ENSONIG00000013622	plekha2	LG12	+	17653200	17660046	3.220868	7.158443	8.080621
ENSONIG00000035259	-	LG12	-	17696399	17698230	0.000000	0.000000	0.000000
ENSONIG00000013599	TPCN1	LG12	+	17700961	17713246	5.324982	20.024746	22.604410
ENSONIG00000013596	SLC8B1	LG12	-	17713546	17722322	5.450433	17.901075	20.207161
ENSONIG00000013594	-	LG12	-	17723451	17729885	10.069387	23.262436	26.259192
ENSONIG00000013590	morc2	LG12	-	17732993	17746957	6.475197	19.291382	21.776569
ENSONIG00000013588	-	LG12	-	17747877	17750106	4.341435	9.648925	10.891936
ENSONIG00000013585	plbd2	LG12	-	17756244	17762760	5.771315	31.112720	35.120777
ENSONIG00000013576	rbm19	LG12	-	17762766	17773146	1.965333	4.918314	5.551910
ENSONIG00000013568	si:dkey-98f17.5	LG12	+	17786013	17795589	0.000000	0.000000	0.000000
ENSONIG00000022077	oni-mir-22c	LG12	+	17792001	17792063	0.000000	0.000000	0.000000
ENSONIG00000013559	AIFM3	LG12	-	17799816	17812510	0.000000	0.000000	0.000000
ENSONIG00000013553	lztr1	LG12	-	17822997	17833397	4.122830	14.279869	16.119455
ENSONIG00000013552	gal3st1a	LG12	-	17836348	17848631	1.165171	2.850248	3.217428
ENSONIG00000013543	pes	LG12	-	17848097	17860566	6.600544	24.078171	27.180014
ENSONIG00000013522	pole	LG12	-	17871362	17887343	0.000000	0.000000	0.000000
ENSONIG00000013510	ACACB	LG12	+	17887362	17915020	1.657268	6.049863	6.829229
ENSONIG00000013504	foxn4	LG12	-	17916522	17921834	0.000000	0.000000	0.000000
ENSONIG00000042772	kctd10	LG12	-	17942071	17946321	5.019000	11.154826	12.591833
ENSONIG00000013487	ube3b	LG12	+	17947297	17956974	2.715041	6.157233	6.950431
ENSONIG00000013485	-	LG12	+	17957881	17961302	0.000000	0.000000	0.000000
ENSONIG00000037683	mmab	LG12	-	17961506	17963007	4.639601	10.311604	11.639985
ENSONIG00000013483	mvk	LG12	+	17963949	17971817	0.000000	0.000000	0.000000
ENSONIG00000036086	fam222aa	LG12	+	18023112	18074324	0.000000	0.000000	0.000000
ENSONIG00000013470	-	LG12	+	18028183	18109994	1.596980	3.549320	4.006557
ENSONIG00000013473	trpv4	LG12	-	18083305	18096582	1.968260	6.330791	7.146348
ENSONIG00000013471	gltpa	LG12	-	18099355	18103722	0.000000	0.000000	0.000000
ENSONIG00000013468	GIT2	LG12	-	18110929	18126066	2.512274	6.459925	7.292117
ENSONIG00000013466	ankrd13a	LG12	+	18126932	18137056	4.818951	15.915852	17.966192
ENSONIG00000013445	SGSM1	LG12	+	18152651	18186295	0.000000	0.000000	0.000000
ENSONIG00000033269	gatc	LG12	+	18188989	18192549	14.072174	31.275682	35.304737
ENSONIG00000028326	isg15	LG12	+	18194057	18194509	2.454494	5.455161	6.157916
ENSONIG00000028519	-	LG12	+	18197695	18220740	0.000000	0.000000	0.000000
ENSONIG00000020885	isg15	LG12	+	18205761	18206508	0.000000	0.000000	0.000000
ENSONIG00000013441	pxmp2	LG12	-	18221037	18223132	6.327273	14.062489	15.874072
ENSONIG00000013439	unga	LG12	-	18224614	18226936	1.705263	4.513622	5.095084
ENSONIG00000013438	alkbh2	LG12	+	18228024	18229214	1.834137	4.076406	4.601544
ENSONIG00000013433	usp30	LG12	-	18231766	18238850	0.000000	0.000000	0.000000
ENSONIG00000013428	SVOP	LG12	+	18238766	18243657	0.000000	0.000000	0.000000
ENSONIG00000013427	dao.2	LG12	-	18245248	18254921	23.158438	52.456852	59.214542
ENSONIG00000013423	SSH1	LG12	+	18256340	18276340	0.945201	3.751922	4.235259
ENSONIG00000033794	oni-mir-10804	LG12	+	18256845	18256899	0.000000	0.000000	0.000000
ENSONIG00000013421	CORO1C	LG12	+	18297593	18315553	13.251571	56.729237	64.037315
ENSONIG00000038937	-	LG12	+	18319860	18321442	0.000000	0.000000	0.000000
ENSONIG00000013420	-	LG12	+	18325825	18327709	0.000000	0.000000	0.000000
ENSONIG00000013416	si:ch211-191d15.2	LG12	-	18327595	18330006	20.596874	45.776955	51.674122
ENSONIG00000013413	sart3	LG12	+	18330186	18339993	2.486807	7.607514	8.587543
ENSONIG00000013411	ficd	LG12	-	18340884	18342814	2.305475	5.123964	5.784052
ENSONIG00000020884	cmklr1	LG12	+	18366650	18367693	5.476526	12.171686	13.739690
ENSONIG00000013409	wscd2	LG12	-	18375737	18394691	7.919663	17.601606	19.869112
ENSONIG00000013407	si:ch211-225b11.1	LG12	-	18434986	18448790	0.000000	0.000000	0.000000
ENSONIG00000013399	limk2	LG12	+	18458071	18476864	2.653693	9.226915	10.415562
ENSONIG00000039730	pik3ip1	LG12	-	18480007	18486627	14.615346	32.482895	36.667465
ENSONIG00000035899	-	LG12	-	18488704	18502471	0.000000	0.000000	0.000000
ENSONIG00000013395	TCTN2	LG12	+	18502492	18508297	1.687554	3.750622	4.233791
ENSONIG00000013387	atp6v0a2b	LG12	+	18510074	18522375	2.965905	7.750426	8.748866
ENSONIG00000013386	DNAH10	LG12	+	18522885	18552430	0.000000	0.000000	0.000000
ENSONIG00000013382	EMID1	LG12	+	18554691	18609442	0.739260	3.300595	3.725790
ENSONIG00000034830	-	LG12	-	18610220	18612513	3.515273	7.812764	8.819233
ENSONIG00000038334	-	LG12	+	18632118	18634745	0.000000	0.000000	0.000000
ENSONIG00000013378	ewsr1b	LG12	+	18654682	18661164	32.744465	80.572563	90.952225
ENSONIG00000031046	GAS2L1	LG12	+	18667132	18692797	6.132873	13.630431	15.386355
